Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,TotalScore,PerformanceCategory,StrongestSubject,WeakestSubject,ScoreBalance,HighPerformer,WklyStudyHours_Numeric,SiblingCategory
718,male,,high school,standard,none,divorced,never,yes,1.0,private,> 10,64,68.0,63.0,65.0,195.0,Average,Reading,Writing,2.6457513110645907,0,12.5,One Sibling
719,female,group A,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5,44,53.0,49.0,48.666666666666664,146.0,Poor,Reading,Math,4.509249752822894,0,2.5,2-3 Siblings
720,female,group C,high school,free/reduced,none,married,regularly,yes,3.0,private,> 10,44,57.0,58.0,53.0,159.0,Below Average,Writing,Math,7.810249675906654,0,12.5,2-3 Siblings
721,male,group B,high school,standard,completed,single,never,yes,1.0,private,> 10,63,69.0,68.0,66.66666666666667,200.0,Average,Reading,Math,3.214550253664318,0,12.5,One Sibling
722,female,group C,bachelor's degree,standard,none,married,never,no,2.0,school_bus,5 - 10,54,71.0,69.0,64.66666666666667,194.0,Average,Reading,Math,9.29157324317757,0,7.5,2-3 Siblings
723,male,group A,bachelor's degree,standard,none,married,sometimes,yes,5.0,school_bus,< 5,67,58.0,58.0,61.0,183.0,Average,Math,Reading,5.196152422706632,0,2.5,4+ Siblings
724,male,group E,some high school,standard,none,married,regularly,no,2.0,private,> 10,80,71.0,64.0,71.66666666666667,215.0,Good,Math,Writing,8.020806277010644,0,12.5,2-3 Siblings
725,female,group D,associate's degree,standard,none,married,regularly,yes,3.0,,< 5,72,67.0,73.0,70.66666666666667,212.0,Good,Writing,Reading,3.214550253664318,0,2.5,2-3 Siblings
726,female,group C,,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,61,81.0,83.0,75.0,225.0,Good,Writing,Math,12.165525060596439,0,7.5,One Sibling
727,male,group C,,standard,none,single,regularly,,0.0,private,> 10,56,46.0,47.0,49.666666666666664,149.0,Poor,Math,Reading,5.507570547286102,0,12.5,Only Child
728,male,group A,some high school,free/reduced,none,single,regularly,yes,4.0,school_bus,> 10,55,71.0,57.0,61.0,183.0,Average,Reading,Math,8.717797887081348,0,12.5,4+ Siblings
729,male,group E,high school,free/reduced,none,married,sometimes,yes,1.0,private,> 10,62,49.0,46.0,52.333333333333336,157.0,Below Average,Math,Writing,8.504900548115383,0,12.5,One Sibling
730,male,group E,high school,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,68,62.0,56.0,62.0,186.0,Average,Math,Writing,6.0,0,7.5,One Sibling
731,female,group C,high school,free/reduced,none,single,never,yes,1.0,,< 5,35,44.0,43.0,40.666666666666664,122.0,Poor,Reading,Math,4.932882862316248,0,2.5,One Sibling
732,female,group E,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,49,62.0,57.0,56.0,168.0,Below Average,Reading,Math,6.557438524302,0,2.5,2-3 Siblings
733,female,group C,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,57,63.0,63.0,61.0,183.0,Average,Reading,Math,3.4641016151377544,0,7.5,Only Child
735,male,group C,associate's degree,standard,none,divorced,sometimes,no,2.0,,5 - 10,99,93.0,89.0,93.66666666666667,281.0,Excellent,Math,Writing,5.033222956847166,1,7.5,2-3 Siblings
736,female,group C,associate's degree,free/reduced,none,married,regularly,yes,1.0,,5 - 10,71,75.0,73.0,73.0,219.0,Good,Reading,Math,2.0,0,7.5,One Sibling
737,male,group E,some college,standard,none,married,regularly,no,2.0,school_bus,< 5,96,82.0,77.0,85.0,255.0,Very Good,Math,Writing,9.848857801796104,1,2.5,2-3 Siblings
738,female,group C,associate's degree,free/reduced,completed,divorced,regularly,no,,school_bus,5 - 10,55,73.0,69.0,65.66666666666667,197.0,Average,Reading,Math,9.451631252505218,0,7.5,4+ Siblings
739,female,group E,some college,standard,none,married,never,yes,,school_bus,< 5,63,64.0,60.0,62.333333333333336,187.0,Average,Reading,Writing,2.0816659994661326,0,2.5,4+ Siblings
741,female,group D,bachelor's degree,standard,completed,married,regularly,no,2.0,school_bus,> 10,75,79.0,82.0,78.66666666666667,236.0,Good,Writing,Math,3.511884584284246,0,12.5,2-3 Siblings
742,male,group C,,free/reduced,none,married,never,no,4.0,school_bus,< 5,47,52.0,43.0,47.333333333333336,142.0,Poor,Reading,Writing,4.509249752822894,0,2.5,4+ Siblings
743,male,group D,associate's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,68,66.0,64.0,66.0,198.0,Average,Math,Writing,2.0,0,2.5,One Sibling
744,female,group B,high school,standard,none,single,regularly,yes,1.0,school_bus,< 5,67,76.0,71.0,71.33333333333333,214.0,Good,Reading,Math,4.509249752822894,0,2.5,One Sibling
745,male,group C,some college,free/reduced,none,single,regularly,no,3.0,school_bus,< 5,74,60.0,60.0,64.66666666666667,194.0,Average,Math,Reading,8.082903768654761,0,2.5,2-3 Siblings
746,female,group E,some college,standard,completed,divorced,never,no,3.0,school_bus,5 - 10,61,75.0,71.0,69.0,207.0,Average,Reading,Math,7.211102550927978,0,7.5,2-3 Siblings
747,female,group C,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,93,100.0,98.0,97.0,291.0,Excellent,Reading,Math,3.605551275463989,1,12.5,One Sibling
748,female,group C,some high school,standard,none,married,never,yes,5.0,school_bus,5 - 10,47,53.0,45.0,48.333333333333336,145.0,Poor,Reading,Writing,4.163331998932266,0,7.5,4+ Siblings
749,female,group C,high school,standard,none,married,sometimes,no,2.0,private,> 10,71,77.0,68.0,72.0,216.0,Good,Reading,Writing,4.58257569495584,0,12.5,2-3 Siblings
750,male,group D,some college,free/reduced,,married,sometimes,yes,1.0,private,> 10,62,60.0,57.0,59.666666666666664,179.0,Below Average,Math,Writing,2.516611478423583,0,12.5,One Sibling
751,female,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,71,79.0,79.0,76.33333333333333,229.0,Good,Reading,Math,4.618802153517006,0,7.5,2-3 Siblings
752,female,group D,,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,75,76.0,79.0,76.66666666666667,230.0,Good,Writing,Math,2.081665999466133,0,7.5,One Sibling
753,male,group D,,standard,,single,regularly,yes,4.0,school_bus,< 5,86,92.0,91.0,89.66666666666667,269.0,Very Good,Reading,Math,3.214550253664318,1,2.5,4+ Siblings
754,female,group D,some high school,standard,none,married,never,no,1.0,school_bus,5 - 10,64,71.0,68.0,67.66666666666667,203.0,Average,Reading,Math,3.511884584284246,0,7.5,One Sibling
755,female,group C,,free/reduced,none,single,never,no,6.0,school_bus,5 - 10,40,59.0,52.0,50.333333333333336,151.0,Below Average,Reading,Math,9.60902353693305,0,7.5,4+ Siblings
756,male,group D,some college,free/reduced,completed,divorced,sometimes,yes,1.0,,5 - 10,63,63.0,68.0,64.66666666666667,194.0,Average,Writing,Math,2.8867513459481287,0,7.5,One Sibling
757,male,group C,associate's degree,standard,completed,married,regularly,yes,2.0,private,< 5,71,69.0,64.0,68.0,204.0,Average,Math,Writing,3.605551275463989,0,2.5,2-3 Siblings
758,male,group D,,standard,none,divorced,regularly,no,1.0,school_bus,< 5,92,75.0,75.0,80.66666666666667,242.0,Very Good,Math,Reading,9.814954576223638,1,2.5,One Sibling
759,female,group D,high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,79,87.0,91.0,85.66666666666667,257.0,Very Good,Writing,Math,6.110100926607786,1,7.5,2-3 Siblings
760,female,group A,some college,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,56,59.0,58.0,57.666666666666664,173.0,Below Average,Reading,Math,1.5275252316519465,0,7.5,Only Child
761,male,group E,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,96,93.0,88.0,92.33333333333333,277.0,Excellent,Math,Writing,4.041451884327381,1,7.5,2-3 Siblings
762,male,group B,bachelor's degree,standard,,married,sometimes,yes,0.0,school_bus,5 - 10,90,94.0,86.0,90.0,270.0,Excellent,Reading,Writing,4.0,1,7.5,Only Child
763,male,group D,high school,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,34,32.0,29.0,31.666666666666668,95.0,Poor,Math,Writing,2.5166114784235836,0,7.5,4+ Siblings
764,male,group C,bachelor's degree,free/reduced,completed,single,never,yes,1.0,school_bus,> 10,69,65.0,67.0,67.0,201.0,Average,Math,Reading,2.0,0,12.5,One Sibling
765,male,group D,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,67,59.0,62.0,62.666666666666664,188.0,Average,Math,Reading,4.041451884327381,0,7.5,4+ Siblings
766,male,group D,associate's degree,standard,none,married,never,,2.0,private,5 - 10,93,88.0,81.0,87.33333333333333,262.0,Very Good,Math,Writing,6.027713773341707,1,7.5,2-3 Siblings
767,male,group C,high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,73,69.0,68.0,70.0,210.0,Good,Math,Writing,2.6457513110645907,0,2.5,4+ Siblings
768,female,group B,some high school,standard,none,divorced,regularly,no,2.0,private,< 5,60,75.0,70.0,68.33333333333333,205.0,Average,Reading,Math,7.637626158259734,0,2.5,2-3 Siblings
769,male,group C,high school,standard,none,married,sometimes,yes,0.0,private,< 5,65,68.0,61.0,64.66666666666667,194.0,Average,Reading,Writing,3.511884584284246,0,2.5,Only Child
770,female,group D,high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,> 10,56,69.0,77.0,67.33333333333333,202.0,Average,Writing,Math,10.598742063723098,0,12.5,2-3 Siblings
771,female,group C,,standard,none,married,regularly,no,1.0,school_bus,5 - 10,60,82.0,75.0,72.33333333333333,217.0,Good,Reading,Math,11.239810200058244,0,7.5,One Sibling
772,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,4.0,private,5 - 10,73,77.0,74.0,74.66666666666667,224.0,Good,Reading,Math,2.0816659994661326,0,7.5,4+ Siblings
773,male,group C,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,74,68.0,65.0,69.0,207.0,Average,Math,Writing,4.58257569495584,0,2.5,Only Child
774,male,group D,high school,standard,completed,married,sometimes,yes,1.0,,5 - 10,79,77.0,79.0,78.33333333333333,235.0,Good,Math,Reading,1.1547005383792517,0,7.5,One Sibling
775,female,group D,some high school,standard,none,,sometimes,yes,2.0,private,,61,66.0,66.0,64.33333333333333,193.0,Average,Reading,Math,2.8867513459481287,0,,2-3 Siblings
776,female,group C,,standard,none,divorced,sometimes,yes,0.0,private,< 5,82,90.0,93.0,88.33333333333333,265.0,Very Good,Writing,Math,5.686240703077327,1,2.5,Only Child
777,male,group D,master's degree,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,92,84.0,86.0,87.33333333333333,262.0,Very Good,Math,Reading,4.163331998932265,1,7.5,2-3 Siblings
778,male,group C,some college,standard,none,married,sometimes,no,2.0,private,> 10,72,60.0,62.0,64.66666666666667,194.0,Average,Math,Reading,6.429100507328637,0,12.5,2-3 Siblings
779,female,group B,some college,standard,none,divorced,sometimes,yes,3.0,private,> 10,67,73.0,81.0,73.66666666666667,221.0,Good,Writing,Math,7.023769168568492,0,12.5,2-3 Siblings
780,female,group C,high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,71,81.0,74.0,75.33333333333333,226.0,Good,Reading,Math,5.131601439446884,0,7.5,2-3 Siblings
781,female,group C,master's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,71,87.0,87.0,81.66666666666667,245.0,Very Good,Reading,Math,9.237604307034013,1,7.5,One Sibling
782,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,87,81.0,79.0,82.33333333333333,247.0,Very Good,Math,Writing,4.163331998932265,1,7.5,Only Child
783,female,,some high school,free/reduced,completed,married,regularly,,2.0,private,5 - 10,73,86.0,89.0,82.66666666666667,248.0,Very Good,Writing,Math,8.504900548115383,1,7.5,2-3 Siblings
784,male,group D,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,53,55.0,50.0,52.666666666666664,158.0,Below Average,Reading,Writing,2.516611478423583,0,7.5,2-3 Siblings
785,female,group D,high school,standard,completed,,sometimes,,1.0,private,5 - 10,67,68.0,77.0,70.66666666666667,212.0,Good,Writing,Math,5.507570547286102,0,7.5,One Sibling
786,female,group B,some high school,free/reduced,none,married,regularly,yes,3.0,,5 - 10,52,49.0,57.0,52.666666666666664,158.0,Below Average,Writing,Reading,4.041451884327381,0,7.5,2-3 Siblings
787,female,group D,associate's degree,standard,completed,widowed,sometimes,yes,2.0,private,< 5,71,88.0,92.0,83.66666666666667,251.0,Very Good,Writing,Math,11.150485789118488,1,2.5,2-3 Siblings
789,female,group D,some college,standard,none,married,sometimes,no,3.0,private,> 10,61,59.0,66.0,62.0,186.0,Average,Writing,Reading,3.605551275463989,0,12.5,2-3 Siblings
790,female,group C,some college,standard,completed,married,regularly,yes,1.0,school_bus,< 5,64,78.0,76.0,72.66666666666667,218.0,Good,Reading,Math,7.571877794400366,0,2.5,One Sibling
791,male,group E,bachelor's degree,free/reduced,none,,sometimes,yes,0.0,school_bus,> 10,56,56.0,51.0,54.333333333333336,163.0,Below Average,Math,Writing,2.8867513459481287,0,12.5,Only Child
792,female,group A,some high school,standard,none,divorced,never,no,4.0,private,,67,81.0,78.0,75.33333333333333,226.0,Good,Reading,Math,7.3711147958319945,0,,4+ Siblings
793,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,< 5,57,71.0,68.0,65.33333333333333,196.0,Average,Reading,Math,7.3711147958319945,0,2.5,2-3 Siblings
795,female,group D,some college,free/reduced,completed,divorced,sometimes,no,2.0,private,5 - 10,59,74.0,73.0,68.66666666666667,206.0,Average,Reading,Math,8.386497083606084,0,7.5,2-3 Siblings
796,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,70,74.0,73.0,72.33333333333333,217.0,Good,Reading,Math,2.0816659994661326,0,7.5,2-3 Siblings
797,female,group E,high school,standard,none,single,regularly,no,,school_bus,5 - 10,80,80.0,75.0,78.33333333333333,235.0,Good,Math,Writing,2.8867513459481287,0,7.5,4+ Siblings
798,female,group D,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,100,100.0,100.0,100.0,300.0,Excellent,Math,Math,0.0,1,7.5,2-3 Siblings
799,female,group D,some college,standard,none,married,regularly,no,3.0,private,< 5,47,52.0,56.0,51.666666666666664,155.0,Below Average,Writing,Math,4.509249752822894,0,2.5,2-3 Siblings
800,female,group E,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,79,81.0,83.0,81.0,243.0,Very Good,Writing,Math,2.0,1,7.5,2-3 Siblings
801,female,group C,high school,standard,completed,married,sometimes,yes,4.0,school_bus,< 5,52,66.0,73.0,63.666666666666664,191.0,Average,Writing,Math,10.692676621563628,0,2.5,4+ Siblings
802,female,group D,some high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,37,45.0,41.0,41.0,123.0,Poor,Reading,Math,4.0,0,2.5,One Sibling
803,female,group D,high school,standard,completed,married,regularly,no,2.0,private,5 - 10,79,89.0,100.0,89.33333333333333,268.0,Very Good,Writing,Math,10.503967504392488,1,7.5,2-3 Siblings
804,male,group E,some college,standard,none,married,regularly,no,3.0,private,5 - 10,95,82.0,86.0,87.66666666666667,263.0,Very Good,Math,Reading,6.658328118479393,1,7.5,2-3 Siblings
805,male,group B,high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,47,54.0,50.0,50.333333333333336,151.0,Below Average,Reading,Math,3.5118845842842465,0,2.5,One Sibling
806,female,group A,,standard,completed,single,never,yes,2.0,school_bus,< 5,80,88.0,91.0,86.33333333333333,259.0,Very Good,Writing,Math,5.686240703077327,1,2.5,2-3 Siblings
807,female,group B,some college,free/reduced,none,divorced,regularly,no,2.0,school_bus,> 10,60,66.0,67.0,64.33333333333333,193.0,Average,Writing,Math,3.7859388972001824,0,12.5,2-3 Siblings
808,female,group C,associate's degree,free/reduced,completed,widowed,regularly,yes,0.0,school_bus,5 - 10,60,86.0,84.0,76.66666666666667,230.0,Good,Reading,Math,14.46835627614047,0,7.5,Only Child
809,male,group C,some college,free/reduced,,married,sometimes,no,2.0,school_bus,5 - 10,74,79.0,78.0,77.0,231.0,Good,Reading,Math,2.6457513110645907,0,7.5,2-3 Siblings
810,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,76,83.0,82.0,80.33333333333333,241.0,Very Good,Reading,Math,3.7859388972001824,1,2.5,Only Child
811,female,group B,high school,standard,completed,divorced,regularly,no,3.0,school_bus,> 10,76,87.0,90.0,84.33333333333333,253.0,Very Good,Writing,Math,7.3711147958319945,1,12.5,2-3 Siblings
812,female,group D,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,57,77.0,85.0,73.0,219.0,Good,Writing,Math,14.422205101855956,0,7.5,One Sibling
813,male,group D,,standard,,married,regularly,no,1.0,,5 - 10,76,78.0,75.0,76.33333333333333,229.0,Good,Reading,Writing,1.5275252316519468,0,7.5,One Sibling
814,female,group C,master's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,54,79.0,70.0,67.66666666666667,203.0,Average,Reading,Math,12.662279942148386,0,2.5,2-3 Siblings
815,male,group E,some college,standard,completed,married,,yes,0.0,school_bus,< 5,81,76.0,78.0,78.33333333333333,235.0,Good,Math,Reading,2.516611478423583,0,2.5,Only Child
816,female,group C,bachelor's degree,standard,none,single,sometimes,no,2.0,private,< 5,82,90.0,96.0,89.33333333333333,268.0,Very Good,Writing,Math,7.023769168568492,1,2.5,2-3 Siblings
817,female,group C,some college,standard,none,married,sometimes,yes,1.0,,5 - 10,74,82.0,85.0,80.33333333333333,241.0,Very Good,Writing,Math,5.686240703077327,1,7.5,One Sibling
818,male,group C,some high school,standard,none,single,sometimes,yes,2.0,school_bus,< 5,54,41.0,40.0,45.0,135.0,Poor,Math,Writing,7.810249675906654,0,2.5,2-3 Siblings
819,male,group D,master's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,84,72.0,74.0,76.66666666666667,230.0,Good,Math,Reading,6.429100507328637,0,2.5,One Sibling
820,male,group C,some college,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,61,55.0,51.0,55.666666666666664,167.0,Below Average,Math,Writing,5.033222956847167,0,7.5,2-3 Siblings
821,male,group B,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,52,51.0,43.0,48.666666666666664,146.0,Poor,Math,Writing,4.932882862316248,0,7.5,2-3 Siblings
822,male,group C,some high school,standard,none,,sometimes,yes,4.0,school_bus,> 10,73,72.0,68.0,71.0,213.0,Good,Math,Writing,2.6457513110645907,0,12.5,4+ Siblings
823,female,group D,some high school,free/reduced,completed,single,regularly,no,1.0,school_bus,5 - 10,82,92.0,97.0,90.33333333333333,271.0,Excellent,Writing,Math,7.637626158259734,1,7.5,One Sibling
824,male,group C,some college,free/reduced,none,single,regularly,,0.0,school_bus,< 5,57,49.0,52.0,52.666666666666664,158.0,Below Average,Math,Reading,4.041451884327381,0,2.5,Only Child
