Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
104,male,group B,some college,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,76,73.0,73.0
105,female,group C,some college,free/reduced,completed,married,sometimes,no,4.0,private,5 - 10,37,45.0,47.0
106,male,group E,some high school,standard,none,single,sometimes,no,4.0,school_bus,< 5,69,74.0,64.0
107,female,group E,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,81,82.0,74.0
108,male,group E,associate's degree,standard,none,married,regularly,no,3.0,private,> 10,96,92.0,92.0
109,female,group B,bachelor's degree,standard,completed,married,regularly,yes,2.0,private,5 - 10,52,64.0,73.0
110,female,group D,bachelor's degree,standard,none,married,sometimes,no,3.0,school_bus,< 5,57,65.0,67.0
111,female,group C,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,49,59.0,63.0
112,female,group C,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,58,65.0,62.0
113,male,group C,high school,free/reduced,completed,divorced,sometimes,yes,2.0,private,< 5,65,63.0,64.0
114,male,group B,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,55,51.0,47.0
115,male,group C,some college,standard,none,divorced,sometimes,no,4.0,private,5 - 10,62,51.0,51.0
116,male,group B,some college,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,71,75.0,65.0
117,female,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,53,60.0,60.0
118,male,group E,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,97,95.0,88.0
119,female,group B,some high school,standard,completed,single,never,no,4.0,school_bus,5 - 10,51,68.0,63.0
120,female,group E,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,63,84.0,82.0
121,male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,61,58.0,46.0
122,female,group C,associate's degree,standard,none,married,never,yes,2.0,school_bus,5 - 10,49,53.0,55.0
123,female,group B,bachelor's degree,standard,none,married,regularly,yes,0.0,school_bus,< 5,69,76.0,78.0
124,female,group D,some high school,free/reduced,none,married,never,no,4.0,private,< 5,49,54.0,58.0
125,female,group D,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,36,51.0,56.0
126,female,group D,high school,standard,none,divorced,never,yes,0.0,school_bus,5 - 10,69,67.0,75.0
127,female,group D,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,63,84.0,81.0
128,female,group E,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,75,90.0,88.0
129,female,group C,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,54,62.0,63.0
130,male,group B,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,64,60.0,62.0
131,male,group C,some high school,standard,none,widowed,sometimes,yes,3.0,private,> 10,70,66.0,57.0
132,female,group D,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,58,70.0,73.0
133,female,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,70,82.0,88.0
134,female,group D,some college,standard,none,married,sometimes,yes,5.0,school_bus,< 5,64,64.0,69.0
135,female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,83,100.0,100.0
136,female,group B,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,54,56.0,60.0
137,female,group E,associate's degree,standard,completed,single,regularly,yes,3.0,private,5 - 10,71,80.0,78.0
138,male,group D,some college,free/reduced,none,single,sometimes,yes,1.0,private,< 5,48,59.0,55.0
139,male,group C,high school,free/reduced,none,single,never,yes,0.0,school_bus,5 - 10,45,50.0,44.0
140,male,group C,some college,standard,none,single,regularly,yes,3.0,private,< 5,59,65.0,59.0
141,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,77,92.0,86.0
142,female,group E,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,81,89.0,83.0
143,male,group A,some college,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,78,87.0,84.0
144,male,group B,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,69,71.0,71.0
145,female,group D,some high school,standard,none,married,never,yes,0.0,private,< 5,71,78.0,84.0
146,female,group D,high school,free/reduced,none,married,regularly,yes,3.0,private,> 10,38,38.0,44.0
147,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,68,63.0,62.0
148,female,group C,some college,standard,none,married,never,yes,2.0,school_bus,> 10,83,93.0,91.0
149,male,group B,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,73,76.0,72.0
150,male,group D,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,53,60.0,56.0
151,male,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,> 10,74,68.0,70.0
152,female,group C,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,77,77.0,72.0
153,female,group C,some college,standard,none,widowed,never,no,1.0,school_bus,< 5,65,72.0,64.0
154,male,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,86,84.0,82.0
155,male,group C,high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,92,78.0,77.0
156,female,group D,high school,standard,none,single,sometimes,no,3.0,private,5 - 10,40,57.0,57.0
157,male,group C,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,56,52.0,47.0
158,female,group D,associate's degree,standard,none,married,never,yes,3.0,private,5 - 10,85,95.0,92.0
159,female,group C,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,48,54.0,57.0
160,female,group B,master's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,69,75.0,81.0
161,female,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,private,< 5,79,78.0,90.0
162,male,group C,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,88,86.0,86.0
163,female,group B,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,39,58.0,49.0
164,male,group B,high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,70,61.0,63.0
165,male,group D,some college,free/reduced,none,single,never,no,4.0,private,5 - 10,42,41.0,36.0
166,male,group D,some college,standard,none,married,never,no,4.0,school_bus,> 10,79,74.0,79.0
167,male,group C,some college,standard,completed,single,regularly,no,4.0,school_bus,5 - 10,85,78.0,80.0
171,male,group B,some college,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,54,53.0,48.0
172,female,group B,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,45,47.0,56.0
173,male,group E,high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,64,60.0,48.0
174,male,group A,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,67,61.0,62.0
175,male,group D,some college,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,67,59.0,63.0
176,male,group D,some high school,free/reduced,none,single,never,yes,1.0,school_bus,5 - 10,59,55.0,46.0
177,male,group B,associate's degree,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,34,33.0,28.0
178,female,group B,some high school,standard,none,single,sometimes,yes,2.0,school_bus,< 5,51,59.0,54.0
179,female,group C,some college,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,41,50.0,54.0
180,female,group A,some high school,free/reduced,none,single,sometimes,yes,5.0,private,5 - 10,39,60.0,54.0
181,male,group C,associate's degree,standard,completed,married,never,no,2.0,school_bus,> 10,75,70.0,77.0
182,male,group D,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,58,59.0,55.0
183,male,group C,master's degree,standard,completed,married,never,yes,3.0,school_bus,5 - 10,95,86.0,89.0
184,female,group D,some college,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,88,89.0,96.0
185,female,group A,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,73,80.0,78.0
186,female,group C,high school,standard,none,single,regularly,yes,1.0,school_bus,> 10,72,87.0,78.0
187,male,group C,high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,73,71.0,64.0
188,male,group B,master's degree,free/reduced,none,divorced,sometimes,yes,6.0,private,5 - 10,48,49.0,44.0
189,male,group B,associate's degree,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,72,75.0,70.0
190,male,group B,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,70,70.0,62.0
191,female,group D,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,75,84.0,80.0
192,male,group A,some high school,standard,none,married,regularly,yes,2.0,private,< 5,68,67.0,55.0
194,female,group A,some high school,standard,completed,married,regularly,yes,4.0,private,5 - 10,60,66.0,71.0
195,male,group A,some college,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,66,61.0,61.0
196,female,group B,associate's degree,standard,none,divorced,sometimes,no,5.0,school_bus,5 - 10,34,42.0,49.0
197,male,group C,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,61,49.0,50.0
198,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,77,72.0,66.0
199,male,group C,high school,free/reduced,none,single,never,yes,2.0,school_bus,> 10,41,37.0,35.0
200,male,group C,some high school,standard,completed,married,regularly,no,2.0,private,5 - 10,78,70.0,73.0
201,male,group D,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,71,65.0,62.0
202,female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,73,82.0,88.0
203,female,group C,some high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,80,79.0,74.0
204,female,group C,some college,free/reduced,none,married,sometimes,yes,2.0,private,< 5,66,79.0,80.0
205,female,group D,associate's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,52,59.0,63.0
206,female,group B,some high school,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,47,62.0,57.0
207,female,group A,associate's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,65,77.0,78.0
208,male,group D,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5,71,69.0,66.0
209,female,group E,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,< 5,52,71.0,68.0
210,male,group C,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,63,55.0,55.0
211,male,group B,bachelor's degree,standard,none,single,sometimes,no,2.0,private,< 5,56,54.0,49.0
212,male,group D,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,70,63.0,68.0
214,male,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,74,82.0,68.0
215,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,72,73.0,69.0
216,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,82,87.0,89.0
217,female,group C,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,< 5,90,95.0,94.0
218,male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,72,73.0,71.0
219,male,group B,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,75,66.0,71.0
220,female,group B,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,79,92.0,94.0
221,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,75,79.0,76.0
222,male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,73,73.0,64.0
223,male,group C,high school,free/reduced,none,married,regularly,yes,6.0,school_bus,5 - 10,61,60.0,59.0
224,male,group C,high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,70,55.0,49.0
225,female,group C,some college,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,60,64.0,68.0
226,male,group C,master's degree,standard,completed,married,never,yes,2.0,school_bus,5 - 10,67,63.0,72.0
227,female,group E,master's degree,standard,none,divorced,sometimes,no,4.0,school_bus,> 10,74,83.0,78.0
228,male,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,80,70.0,63.0
229,female,group A,some college,standard,none,divorced,regularly,no,4.0,private,5 - 10,39,47.0,56.0
230,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,80,84.0,82.0
231,female,group C,associate's degree,free/reduced,completed,married,regularly,yes,2.0,private,< 5,32,41.0,45.0
233,female,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,3.0,school_bus,5 - 10,41,62.0,61.0
234,male,group D,associate's degree,free/reduced,none,single,regularly,yes,0.0,school_bus,> 10,70,65.0,72.0
235,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,50,53.0,51.0
236,male,group A,some college,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,48,41.0,48.0
237,male,group C,some college,standard,none,married,sometimes,no,4.0,private,5 - 10,64,62.0,55.0
238,male,group A,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,83,86.0,83.0
239,female,group C,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,56,65.0,69.0
240,male,group C,some college,standard,none,married,never,yes,4.0,school_bus,5 - 10,62,63.0,56.0
241,female,group C,associate's degree,standard,completed,married,regularly,yes,3.0,private,< 5,80,84.0,82.0
242,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,57,63.0,59.0
243,female,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,< 5,80,97.0,94.0
244,male,group C,some high school,standard,none,married,regularly,yes,5.0,school_bus,5 - 10,58,47.0,42.0
245,female,group E,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,79,81.0,83.0
246,female,group A,high school,free/reduced,none,married,regularly,yes,0.0,private,< 5,58,68.0,65.0
247,male,group C,some college,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,78,73.0,71.0
248,male,group C,high school,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,79,74.0,75.0
249,male,group B,some high school,standard,none,married,never,yes,3.0,private,5 - 10,40,32.0,30.0
250,male,group E,some college,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,100,96.0,100.0
251,male,group B,some high school,free/reduced,completed,single,never,yes,2.0,school_bus,> 10,61,72.0,64.0
252,female,group B,high school,standard,completed,single,regularly,yes,2.0,private,5 - 10,74,83.0,78.0
254,female,group E,bachelor's degree,free/reduced,completed,married,sometimes,no,4.0,school_bus,> 10,82,92.0,92.0
255,male,group B,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,83,68.0,66.0
256,female,group D,some college,standard,none,married,never,yes,3.0,school_bus,5 - 10,67,74.0,75.0
257,male,group E,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,72,61.0,66.0
258,male,group E,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,58,55.0,52.0
259,female,group A,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,51,65.0,58.0
260,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,63,54.0,48.0
261,female,group E,high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,71,82.0,78.0
262,male,group C,high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,90,92.0,89.0
263,male,group E,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,60,52.0,49.0
264,female,group C,some high school,standard,none,single,sometimes,yes,4.0,school_bus,< 5,59,65.0,65.0
265,male,group D,associate's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,55,55.0,57.0
266,male,group A,some college,standard,none,married,regularly,no,4.0,school_bus,< 5,67,61.0,54.0
